date                ,no ,x and y      ,xend and yend
22:37:48 Sun-21-Jul,1,"(237, 156)","(337, 141)"
22:37:48 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:48 Sun-21-Jul,3,"(250, 232)","(479, 217)"
22:37:48 Sun-21-Jul,1,"(239, 154)","(336, 139)"
22:37:48 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:48 Sun-21-Jul,3,"(249, 234)","(479, 219)"
22:37:48 Sun-21-Jul,1,"(241, 154)","(336, 139)"
22:37:48 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:37:48 Sun-21-Jul,3,"(249, 232)","(479, 217)"
22:37:48 Sun-21-Jul,1,"(241, 153)","(334, 138)"
22:37:48 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:37:48 Sun-21-Jul,3,"(249, 233)","(479, 218)"
22:37:49 Sun-21-Jul,1,"(242, 153)","(332, 138)"
22:37:49 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:49 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:37:49 Sun-21-Jul,1,"(242, 153)","(333, 138)"
22:37:49 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:49 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:37:49 Sun-21-Jul,1,"(242, 153)","(334, 138)"
22:37:49 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:49 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:37:49 Sun-21-Jul,1,"(242, 153)","(334, 138)"
22:37:49 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:49 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:37:50 Sun-21-Jul,1,"(245, 153)","(333, 138)"
22:37:50 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:50 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:37:50 Sun-21-Jul,1,"(245, 152)","(332, 137)"
22:37:50 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:50 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:37:50 Sun-21-Jul,1,"(246, 153)","(331, 138)"
22:37:50 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:50 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:37:50 Sun-21-Jul,1,"(247, 152)","(332, 137)"
22:37:50 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:50 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:37:51 Sun-21-Jul,1,"(248, 151)","(332, 136)"
22:37:51 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:51 Sun-21-Jul,3,"(249, 235)","(479, 220)"
22:37:51 Sun-21-Jul,1,"(248, 150)","(333, 135)"
22:37:51 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:51 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:51 Sun-21-Jul,1,"(249, 149)","(333, 134)"
22:37:51 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:37:51 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:51 Sun-21-Jul,1,"(249, 149)","(332, 134)"
22:37:51 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:51 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:37:51 Sun-21-Jul,1,"(250, 149)","(333, 134)"
22:37:51 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:37:51 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:37:52 Sun-21-Jul,1,"(251, 148)","(334, 133)"
22:37:52 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:52 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:52 Sun-21-Jul,1,"(254, 148)","(334, 133)"
22:37:52 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:52 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:52 Sun-21-Jul,1,"(252, 147)","(334, 132)"
22:37:52 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:52 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:52 Sun-21-Jul,1,"(253, 147)","(335, 132)"
22:37:52 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:52 Sun-21-Jul,3,"(249, 234)","(480, 219)"
22:37:52 Sun-21-Jul,1,"(254, 146)","(336, 131)"
22:37:52 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:52 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:53 Sun-21-Jul,1,"(254, 146)","(336, 131)"
22:37:53 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:53 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:37:53 Sun-21-Jul,1,"(256, 146)","(336, 131)"
22:37:53 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:53 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:53 Sun-21-Jul,1,"(256, 145)","(336, 130)"
22:37:53 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:53 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:53 Sun-21-Jul,1,"(258, 145)","(337, 130)"
22:37:53 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:53 Sun-21-Jul,3,"(248, 233)","(480, 218)"
22:37:53 Sun-21-Jul,1,"(258, 146)","(336, 131)"
22:37:53 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:53 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:37:54 Sun-21-Jul,1,"(258, 145)","(336, 130)"
22:37:54 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:54 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:54 Sun-21-Jul,1,"(258, 145)","(336, 130)"
22:37:54 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:37:54 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:54 Sun-21-Jul,1,"(258, 144)","(336, 129)"
22:37:54 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:54 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:54 Sun-21-Jul,1,"(258, 144)","(335, 129)"
22:37:54 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:54 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:55 Sun-21-Jul,1,"(259, 144)","(336, 129)"
22:37:55 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:37:55 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:37:55 Sun-21-Jul,1,"(260, 144)","(335, 129)"
22:37:55 Sun-21-Jul,2,"(7, 153)","(144, 138)"
22:37:55 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:37:55 Sun-21-Jul,1,"(259, 144)","(335, 129)"
22:37:55 Sun-21-Jul,2,"(7, 153)","(143, 138)"
22:37:55 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:37:55 Sun-21-Jul,1,"(259, 144)","(335, 129)"
22:37:55 Sun-21-Jul,2,"(6, 154)","(143, 139)"
22:37:55 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:37:55 Sun-21-Jul,4,"(0, 207)","(62, 192)"
22:37:55 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:37:55 Sun-21-Jul,2,"(5, 154)","(142, 139)"
22:37:55 Sun-21-Jul,3,"(246, 233)","(481, 218)"
22:37:55 Sun-21-Jul,4,"(2, 221)","(83, 206)"
22:37:56 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:37:56 Sun-21-Jul,2,"(247, 233)","(481, 218)"
22:37:56 Sun-21-Jul,3,"(5, 153)","(142, 138)"
22:37:56 Sun-21-Jul,4,"(0, 208)","(91, 193)"
22:37:56 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:37:56 Sun-21-Jul,2,"(247, 233)","(481, 218)"
22:37:56 Sun-21-Jul,3,"(5, 153)","(142, 138)"
22:37:56 Sun-21-Jul,4,"(0, 208)","(91, 193)"
22:37:56 Sun-21-Jul,1,"(257, 143)","(336, 128)"
22:37:56 Sun-21-Jul,2,"(247, 233)","(480, 218)"
22:37:56 Sun-21-Jul,3,"(2, 153)","(140, 138)"
22:37:56 Sun-21-Jul,4,"(1, 208)","(112, 193)"
22:37:56 Sun-21-Jul,1,"(257, 143)","(336, 128)"
22:37:56 Sun-21-Jul,2,"(2, 153)","(140, 138)"
22:37:56 Sun-21-Jul,3,"(247, 232)","(480, 217)"
22:37:56 Sun-21-Jul,4,"(1, 208)","(120, 193)"
22:37:56 Sun-21-Jul,1,"(257, 143)","(335, 128)"
22:37:56 Sun-21-Jul,2,"(-1, 151)","(142, 136)"
22:37:56 Sun-21-Jul,3,"(248, 232)","(480, 217)"
22:37:56 Sun-21-Jul,4,"(0, 196)","(142, 181)"
22:37:57 Sun-21-Jul,1,"(-2, 153)","(141, 138)"
22:37:57 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:37:57 Sun-21-Jul,3,"(248, 233)","(480, 218)"
22:37:57 Sun-21-Jul,4,"(1, 195)","(151, 180)"
22:37:57 Sun-21-Jul,1,"(-4, 152)","(143, 137)"
22:37:57 Sun-21-Jul,2,"(257, 143)","(335, 128)"
22:37:57 Sun-21-Jul,3,"(1, 198)","(158, 183)"
22:37:57 Sun-21-Jul,4,"(249, 232)","(480, 217)"
22:37:57 Sun-21-Jul,1,"(-5, 151)","(143, 136)"
22:37:57 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:37:57 Sun-21-Jul,3,"(-3, 193)","(171, 178)"
22:37:57 Sun-21-Jul,4,"(249, 232)","(481, 217)"
22:37:57 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:37:57 Sun-21-Jul,2,"(0, 186)","(188, 171)"
22:37:57 Sun-21-Jul,3,"(-3, 151)","(147, 136)"
22:37:57 Sun-21-Jul,4,"(249, 233)","(481, 218)"
22:37:58 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:37:58 Sun-21-Jul,2,"(0, 176)","(203, 161)"
22:37:58 Sun-21-Jul,3,"(5, 151)","(145, 136)"
22:37:58 Sun-21-Jul,4,"(250, 232)","(480, 217)"
22:37:58 Sun-21-Jul,1,"(0, 185)","(217, 170)"
22:37:58 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:37:58 Sun-21-Jul,3,"(252, 233)","(480, 218)"
22:37:58 Sun-21-Jul,4,"(-6, 151)","(145, 136)"
22:37:58 Sun-21-Jul,1,"(0, 191)","(236, 176)"
22:37:58 Sun-21-Jul,2,"(259, 143)","(335, 128)"
22:37:58 Sun-21-Jul,3,"(254, 232)","(481, 217)"
22:37:58 Sun-21-Jul,4,"(-4, 153)","(141, 138)"
22:37:58 Sun-21-Jul,1,"(-1, 189)","(243, 174)"
22:37:58 Sun-21-Jul,2,"(260, 143)","(335, 128)"
22:37:58 Sun-21-Jul,3,"(253, 231)","(481, 216)"
22:37:58 Sun-21-Jul,4,"(-5, 152)","(144, 137)"
22:37:58 Sun-21-Jul,1,"(-1, 189)","(262, 174)"
22:37:58 Sun-21-Jul,2,"(260, 143)","(335, 128)"
22:37:58 Sun-21-Jul,3,"(-2, 151)","(198, 136)"
22:37:58 Sun-21-Jul,4,"(252, 231)","(481, 216)"
22:37:59 Sun-21-Jul,1,"(0, 194)","(269, 179)"
22:37:59 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:37:59 Sun-21-Jul,3,"(5, 152)","(167, 137)"
22:37:59 Sun-21-Jul,4,"(255, 231)","(480, 216)"
22:37:59 Sun-21-Jul,1,"(0, 194)","(281, 179)"
22:37:59 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:37:59 Sun-21-Jul,3,"(3, 152)","(164, 137)"
22:37:59 Sun-21-Jul,4,"(250, 230)","(480, 215)"
22:37:59 Sun-21-Jul,1,"(0, 194)","(281, 179)"
22:37:59 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:37:59 Sun-21-Jul,3,"(3, 152)","(164, 137)"
22:37:59 Sun-21-Jul,4,"(250, 230)","(480, 215)"
22:37:59 Sun-21-Jul,1,"(-1, 193)","(286, 178)"
22:37:59 Sun-21-Jul,2,"(259, 143)","(335, 128)"
22:37:59 Sun-21-Jul,3,"(-11, 153)","(140, 138)"
22:37:59 Sun-21-Jul,4,"(247, 229)","(479, 214)"
22:38:00 Sun-21-Jul,1,"(0, 193)","(291, 178)"
22:38:00 Sun-21-Jul,2,"(260, 143)","(334, 128)"
22:38:00 Sun-21-Jul,3,"(-9, 153)","(141, 138)"
22:38:00 Sun-21-Jul,4,"(247, 229)","(479, 214)"
22:38:00 Sun-21-Jul,1,"(12, 192)","(297, 177)"
22:38:00 Sun-21-Jul,2,"(-8, 152)","(139, 137)"
22:38:00 Sun-21-Jul,3,"(260, 143)","(334, 128)"
22:38:00 Sun-21-Jul,4,"(243, 231)","(480, 216)"
22:38:00 Sun-21-Jul,1,"(31, 192)","(295, 177)"
22:38:00 Sun-21-Jul,2,"(-1, 150)","(137, 135)"
22:38:00 Sun-21-Jul,3,"(260, 143)","(334, 128)"
22:38:00 Sun-21-Jul,4,"(248, 228)","(479, 213)"
22:38:00 Sun-21-Jul,1,"(41, 191)","(293, 176)"
22:38:00 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:38:00 Sun-21-Jul,3,"(-4, 150)","(141, 135)"
22:38:00 Sun-21-Jul,4,"(245, 227)","(480, 212)"
22:38:01 Sun-21-Jul,1,"(57, 194)","(318, 179)"
22:38:01 Sun-21-Jul,2,"(261, 144)","(334, 129)"
22:38:01 Sun-21-Jul,3,"(3, 152)","(139, 137)"
22:38:01 Sun-21-Jul,4,"(235, 231)","(480, 216)"
22:38:01 Sun-21-Jul,1,"(69, 194)","(332, 179)"
22:38:01 Sun-21-Jul,2,"(1, 150)","(140, 135)"
22:38:01 Sun-21-Jul,3,"(262, 145)","(333, 130)"
22:38:01 Sun-21-Jul,4,"(234, 229)","(479, 214)"
22:38:01 Sun-21-Jul,1,"(87, 195)","(362, 180)"
22:38:01 Sun-21-Jul,2,"(3, 152)","(135, 137)"
22:38:01 Sun-21-Jul,3,"(262, 145)","(334, 130)"
22:38:01 Sun-21-Jul,4,"(236, 233)","(480, 218)"
22:38:01 Sun-21-Jul,1,"(96, 198)","(367, 183)"
22:38:01 Sun-21-Jul,2,"(4, 153)","(137, 138)"
22:38:01 Sun-21-Jul,3,"(262, 144)","(334, 129)"
22:38:01 Sun-21-Jul,4,"(234, 230)","(478, 215)"
22:38:01 Sun-21-Jul,1,"(106, 197)","(369, 182)"
22:38:01 Sun-21-Jul,2,"(4, 153)","(140, 138)"
22:38:01 Sun-21-Jul,3,"(261, 144)","(334, 129)"
22:38:01 Sun-21-Jul,4,"(226, 230)","(476, 215)"
22:38:02 Sun-21-Jul,1,"(123, 195)","(384, 180)"
22:38:02 Sun-21-Jul,2,"(5, 152)","(142, 137)"
22:38:02 Sun-21-Jul,3,"(262, 146)","(331, 131)"
22:38:02 Sun-21-Jul,4,"(231, 220)","(478, 205)"
22:38:02 Sun-21-Jul,1,"(138, 194)","(393, 179)"
22:38:02 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:38:02 Sun-21-Jul,3,"(262, 145)","(332, 130)"
22:38:02 Sun-21-Jul,4,"(230, 214)","(477, 199)"
22:38:02 Sun-21-Jul,1,"(149, 192)","(422, 177)"
22:38:02 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:02 Sun-21-Jul,3,"(262, 145)","(333, 130)"
22:38:02 Sun-21-Jul,4,"(233, 226)","(478, 211)"
22:38:02 Sun-21-Jul,1,"(160, 186)","(467, 171)"
22:38:02 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:03 Sun-21-Jul,1,"(160, 186)","(467, 171)"
22:38:03 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:03 Sun-21-Jul,1,"(163, 181)","(474, 166)"
22:38:03 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:03 Sun-21-Jul,1,"(179, 179)","(476, 164)"
22:38:03 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:03 Sun-21-Jul,1,"(185, 175)","(476, 160)"
22:38:03 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:38:03 Sun-21-Jul,1,"(197, 174)","(479, 159)"
22:38:03 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:04 Sun-21-Jul,1,"(208, 180)","(479, 165)"
22:38:04 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:04 Sun-21-Jul,1,"(211, 179)","(480, 164)"
22:38:04 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:04 Sun-21-Jul,3,"(261, 146)","(333, 131)"
22:38:04 Sun-21-Jul,1,"(217, 174)","(482, 159)"
22:38:04 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:04 Sun-21-Jul,3,"(260, 145)","(333, 130)"
22:38:04 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:04 Sun-21-Jul,2,"(223, 166)","(481, 151)"
22:38:04 Sun-21-Jul,3,"(259, 146)","(333, 131)"
22:38:04 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:38:04 Sun-21-Jul,2,"(233, 154)","(486, 139)"
22:38:04 Sun-21-Jul,3,"(257, 145)","(333, 130)"
22:38:05 Sun-21-Jul,1,"(4, 153)","(145, 138)"
22:38:05 Sun-21-Jul,2,"(238, 160)","(485, 145)"
22:38:05 Sun-21-Jul,3,"(256, 143)","(335, 128)"
22:38:05 Sun-21-Jul,1,"(242, 177)","(480, 162)"
22:38:05 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:38:05 Sun-21-Jul,3,"(257, 144)","(333, 129)"
22:38:05 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:05 Sun-21-Jul,2,"(247, 167)","(481, 152)"
22:38:05 Sun-21-Jul,3,"(260, 146)","(334, 131)"
22:38:05 Sun-21-Jul,1,"(4, 153)","(145, 138)"
22:38:05 Sun-21-Jul,2,"(263, 170)","(485, 155)"
22:38:05 Sun-21-Jul,3,"(261, 148)","(333, 133)"
22:38:06 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:06 Sun-21-Jul,2,"(264, 181)","(482, 166)"
22:38:06 Sun-21-Jul,3,"(261, 147)","(333, 132)"
22:38:06 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:06 Sun-21-Jul,2,"(264, 181)","(482, 166)"
22:38:06 Sun-21-Jul,3,"(261, 147)","(333, 132)"
22:38:06 Sun-21-Jul,1,"(265, 177)","(482, 162)"
22:38:06 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:38:06 Sun-21-Jul,3,"(261, 146)","(332, 131)"
22:38:06 Sun-21-Jul,1,"(253, 182)","(480, 167)"
22:38:06 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:38:06 Sun-21-Jul,3,"(260, 146)","(333, 131)"
22:38:06 Sun-21-Jul,1,"(253, 184)","(480, 169)"
22:38:06 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:06 Sun-21-Jul,3,"(259, 144)","(332, 129)"
22:38:07 Sun-21-Jul,1,"(251, 188)","(481, 173)"
22:38:07 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:07 Sun-21-Jul,3,"(258, 145)","(333, 130)"
22:38:07 Sun-21-Jul,1,"(251, 185)","(481, 170)"
22:38:07 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:07 Sun-21-Jul,3,"(257, 144)","(335, 129)"
22:38:07 Sun-21-Jul,1,"(251, 182)","(480, 167)"
22:38:07 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:38:07 Sun-21-Jul,3,"(257, 144)","(335, 129)"
22:38:07 Sun-21-Jul,1,"(253, 181)","(479, 166)"
22:38:07 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:38:07 Sun-21-Jul,3,"(258, 145)","(335, 130)"
22:38:07 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:07 Sun-21-Jul,2,"(257, 185)","(478, 170)"
22:38:07 Sun-21-Jul,3,"(259, 145)","(336, 130)"
22:38:08 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:08 Sun-21-Jul,2,"(259, 145)","(335, 130)"
22:38:08 Sun-21-Jul,3,"(258, 189)","(478, 174)"
22:38:08 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:08 Sun-21-Jul,2,"(260, 145)","(335, 130)"
22:38:08 Sun-21-Jul,3,"(257, 198)","(479, 183)"
22:38:08 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:08 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:38:08 Sun-21-Jul,3,"(252, 203)","(479, 188)"
22:38:08 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:08 Sun-21-Jul,2,"(260, 145)","(335, 130)"
22:38:08 Sun-21-Jul,3,"(251, 203)","(479, 188)"
22:38:09 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:09 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:38:09 Sun-21-Jul,3,"(251, 208)","(479, 193)"
22:38:09 Sun-21-Jul,4,"(320, 178)","(479, 163)"
22:38:10 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:10 Sun-21-Jul,2,"(261, 144)","(333, 129)"
22:38:10 Sun-21-Jul,3,"(247, 233)","(477, 218)"
22:38:10 Sun-21-Jul,4,"(323, 178)","(479, 163)"
22:38:10 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:10 Sun-21-Jul,2,"(261, 144)","(333, 129)"
22:38:10 Sun-21-Jul,3,"(247, 233)","(477, 218)"
22:38:10 Sun-21-Jul,4,"(323, 178)","(479, 163)"
22:38:10 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:10 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:10 Sun-21-Jul,3,"(247, 234)","(477, 219)"
22:38:10 Sun-21-Jul,4,"(324, 178)","(479, 163)"
22:38:11 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:11 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:11 Sun-21-Jul,3,"(247, 234)","(477, 219)"
22:38:11 Sun-21-Jul,4,"(326, 179)","(478, 164)"
22:38:11 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:11 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:11 Sun-21-Jul,3,"(248, 234)","(477, 219)"
22:38:11 Sun-21-Jul,4,"(328, 178)","(479, 163)"
22:38:11 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:11 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:38:11 Sun-21-Jul,3,"(248, 234)","(477, 219)"
22:38:11 Sun-21-Jul,4,"(335, 179)","(479, 164)"
22:38:11 Sun-21-Jul,5,"(343, 171)","(478, 156)"
22:38:11 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:11 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:11 Sun-21-Jul,3,"(248, 234)","(476, 219)"
22:38:11 Sun-21-Jul,4,"(335, 180)","(478, 165)"
22:38:11 Sun-21-Jul,5,"(341, 170)","(479, 155)"
22:38:11 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:11 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:11 Sun-21-Jul,3,"(248, 233)","(476, 218)"
22:38:11 Sun-21-Jul,4,"(333, 181)","(479, 166)"
22:38:11 Sun-21-Jul,5,"(345, 170)","(479, 155)"
22:38:12 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:12 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:12 Sun-21-Jul,3,"(248, 234)","(476, 219)"
22:38:12 Sun-21-Jul,4,"(335, 180)","(479, 165)"
22:38:12 Sun-21-Jul,5,"(346, 170)","(480, 155)"
22:38:12 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:12 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:12 Sun-21-Jul,3,"(247, 234)","(476, 219)"
22:38:12 Sun-21-Jul,4,"(346, 171)","(479, 156)"
22:38:12 Sun-21-Jul,5,"(342, 182)","(479, 167)"
22:38:12 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:12 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:38:12 Sun-21-Jul,3,"(248, 234)","(476, 219)"
22:38:12 Sun-21-Jul,4,"(346, 171)","(479, 156)"
22:38:12 Sun-21-Jul,5,"(346, 180)","(479, 165)"
22:38:12 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:12 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:12 Sun-21-Jul,3,"(248, 234)","(477, 219)"
22:38:12 Sun-21-Jul,4,"(347, 171)","(478, 156)"
22:38:12 Sun-21-Jul,5,"(346, 180)","(479, 165)"
22:38:13 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:13 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:13 Sun-21-Jul,3,"(249, 234)","(476, 219)"
22:38:13 Sun-21-Jul,4,"(346, 171)","(479, 156)"
22:38:13 Sun-21-Jul,5,"(349, 181)","(480, 166)"
22:38:13 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:13 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:13 Sun-21-Jul,3,"(249, 233)","(477, 218)"
22:38:13 Sun-21-Jul,4,"(345, 171)","(479, 156)"
22:38:13 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:13 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:13 Sun-21-Jul,3,"(249, 233)","(477, 218)"
22:38:13 Sun-21-Jul,4,"(348, 171)","(477, 156)"
22:38:13 Sun-21-Jul,5,"(351, 180)","(480, 165)"
22:38:13 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:13 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:13 Sun-21-Jul,3,"(249, 232)","(477, 217)"
22:38:13 Sun-21-Jul,4,"(350, 170)","(477, 155)"
22:38:13 Sun-21-Jul,5,"(351, 182)","(480, 167)"
22:38:13 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:13 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:38:13 Sun-21-Jul,3,"(249, 232)","(477, 217)"
22:38:13 Sun-21-Jul,4,"(350, 170)","(477, 155)"
22:38:13 Sun-21-Jul,5,"(351, 182)","(480, 167)"
22:38:14 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:14 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:14 Sun-21-Jul,3,"(249, 233)","(477, 218)"
22:38:14 Sun-21-Jul,4,"(352, 170)","(476, 155)"
22:38:14 Sun-21-Jul,5,"(333, 193)","(480, 178)"
22:38:14 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:38:14 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:38:14 Sun-21-Jul,3,"(249, 234)","(476, 219)"
22:38:14 Sun-21-Jul,4,"(351, 170)","(477, 155)"
22:38:14 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:38:14 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:14 Sun-21-Jul,3,"(250, 234)","(477, 219)"
22:38:14 Sun-21-Jul,4,"(350, 170)","(476, 155)"
22:38:14 Sun-21-Jul,5,"(339, 193)","(479, 178)"
22:38:14 Sun-21-Jul,1,"(5, 152)","(144, 137)"
22:38:14 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:38:14 Sun-21-Jul,3,"(249, 234)","(476, 219)"
